鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,房地(土地+建物),臺北市中山區中山北路二段128巷1~30號,75.0,住,,,1060124,土地1建物1車位0,二層,2,公寓(5樓含以下無電梯),,加強磚造,,50.37,1,1,1,有,無,有,28000,556,,0.0,0,夾層增建、房屋前後增建約25坪,RPOQMLKLKHMFFCA37CC
內湖區,建物,臺北市內湖區瑞光路601~630號,0.0,其他,,,1060111,土地0建物1車位6,六層,10,辦公商業大樓,工業用,鋼筋混凝土造,0930105,932.02,7,0,0,有,有,無,326000,424,坡道平面,204.8,18000,,RPPQMLKLKHMFFCA47CC
中山區,建物,臺北市中山區中山北路二段31~60號,0.0,商,,,1060206,土地0建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0761103,82.32,0,0,0,無,有,無,45000,547,,0.0,0,,RPQQMLKLKHMFFCA57CC
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路181~210號,54.53,商,,,1060201,土地1建物1車位0,八層,11,辦公商業大樓,見其他登記事項,見其他登記事項,1040310,256.52,0,0,0,無,無,無,130000,507,坡道平面,81.66,0,,RPTQMLKLKHMFFCA87CC
大安區,建物,臺北市大安區信義路四段61~90號,0.0,商,,,1060201,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0751229,69.45,0,1,1,有,無,無,100000,1440,,0.0,0,租金含稅含費,RPQNMLKLKHMFFFA57CC
大安區,建物,臺北市大安區復興南路二段193巷1~30號,0.0,商,,,1060201,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040508,236.21,3,2,2,有,有,有,80000,339,,0.0,0,,RPTNMLKLKHMFFFA87CC
大安區,房地(土地+建物),臺北市大安區大安路一段19巷1~30號,0.0,住,,,1060101,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610811,86.29,3,1,2,有,無,無,28000,324,,0.0,0,,RPVNMLKLKHMFFFA08CC
大安區,建物,臺北市大安區忠孝東路三段1~30號,0.0,商,,,1060201,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0960515,191.79000000000002,3,2,2,有,有,有,73000,381,,0.0,0,,RPXNMLKLKHMFFFA28CC
大安區,建物,臺北市大安區安和路二段91~120號,0.0,其他,,,1060201,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770109,170.38,2,2,2,有,有,有,55000,323,,0.0,0,,RPOOMLKLKHMFFFA47CC
大安區,建物,臺北市大安區光復南路692巷1~30號,0.0,商,,,1060201,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,44.47,3,1,1,有,無,有,25000,562,,0.0,0,,RPROMLKLKHMFFFA77CC
大安區,建物,臺北市大安區安和路一段91~120號,0.0,住,,,1060121,土地0建物1車位0,一層,16,店面(店鋪),住商用,鋼筋混凝土造,,94.21000000000001,1,0,1,有,有,有,124872,1325,,0.0,0,租金含稅及二代健保補充保費。,RPSOMLKLKHMFFFA87CC
大安區,建物,臺北市大安區建國南路一段279巷1~30號,82.34,住,,,1060101,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760216,82.34,2,2,1,有,有,有,29000,352,,0.0,0,,RPVNMLLLKHMFFFA18CC
大安區,建物,臺北市大安區敦化南路一段190巷1~30號,0.0,商,,,1060201,土地0建物1車位0,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,54.63,0,0,0,無,無,無,153252,2805,,0.0,0,本物件承租此建號一部份,RPWNMLLLKHMFFFA28CC
大安區,建物,臺北市大安區通化街1~30號,0.0,商,,,1060101,土地0建物1車位0,全,2,透天厝,,加強磚造,,50.0,0,0,0,無,無,無,117483,2350,,0.0,0,,RPXNMLLLKHMFFFA38CC
文山區,建物,臺北市文山區興隆路一段55巷1~30號,0.0,住,,,1060220,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,174.8,4,2,2,有,無,無,65000,372,,0.0,0,,RPOOMLLLKHMFFAA07CC
中正區,建物,臺北市中正區和平西路二段1~30號,0.0,住,,,1060214,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,95.42,0,0,0,無,無,無,32000,335,,0.0,0,"租賃期間為5年,約定前3年租金32000元,後2年租金34000元",RPPOMLLLKHMFFAA17CC
大安區,建物,臺北市大安區忠孝東路三段181~210號,0.0,商,,,1060201,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0760423,110.57,1,0,2,有,有,無,36000,326,,0.0,0,,RPRNMLLLKHMFFFA87DC
中山區,建物,臺北市中山區明水路397巷18弄1~30號,0.0,住,,,1060208,土地0建物1車位2,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960919,245.44,3,2,2,有,有,有,120000,489,坡道平面,64.06,0,,RPQNMLLLKHMFFCA37CC
中山區,建物,臺北市中山區林森北路571~600號,0.0,商,,,1060220,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.86,2,1,2,有,有,有,65000,723,,0.0,0,,RPUNMLLLKHMFFCA77CC
內湖區,建物,臺北市內湖區內湖路一段411巷9弄1~30號,0.0,住,,,1060217,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670615,89.29,3,2,1,有,無,無,23500,263,,0.0,0,,RPOOMLLLKHMFFCA27CC
中山區,建物,臺北市中山區新生北路二段60巷31~60號,0.0,商,,,1060125,土地0建物1車位0,全,2,透天厝,,加強磚造,,74.75,2,2,1,有,無,有,27000,361,,0.0,0,只承租一樓。,RPSOMLLLKHMFFCA67CC
中山區,建物,臺北市中山區合江街91~120號,0.0,住,,,1060207,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010905,130.4,4,2,2,有,有,有,45000,345,坡道平面,0.0,0,,RPQPMLLLKHMFFCA57CC
中山區,建物,臺北市中山區林森北路571~600號,0.0,商,,,1060203,土地0建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.94,1,1,1,有,有,有,55111,613,坡道平面,39.18,0,,RPRPMLLLKHMFFCA67CC
大同區,建物,臺北市大同區承德路二段211~240號,0.0,住,,,1060208,土地0建物1車位0,五層,11,辦公商業大樓,商業用,鋼筋混凝土造,0840501,122.08000000000001,0,0,1,有,有,有,45408,372,,0.0,0,本租賃承租5樓部份及5樓之1全部,RPTNMLLLKHMFFBA57CC
中正區,建物,臺北市中正區重慶南路一段31~60號,0.0,商,,,1060216,土地0建物1車位0,十一層,14,辦公商業大樓,見使用執照,鋼筋混凝土造,0910723,48.7,0,1,1,有,有,有,18000,370,,0.0,0,,RPTOMLLLKHMFFBA67CC
士林區,建物,臺北市士林區中山北路六段439巷1~30號,0.0,住,,,1060201,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680713,133.57,3,3,2,有,無,有,25000,187,,0.0,0,,RPOOMLLLKHMFFEA47CC
士林區,建物,臺北市士林區社子街91~120號,0.0,其他,,,1060201,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621218,81.53,2,1,1,有,無,無,20000,245,,0.0,0,,RPTOMLLLKHMFFEA97CC
信義區,建物,臺北市信義區信義路四段451~480號,0.0,商,,,1060207,土地0建物1車位0,地下一層,27,辦公商業大樓,見使用執照,鋼骨鋼筋混凝土造,0861230,994.22,0,0,0,無,有,無,380000,382,,0.0,0,,RPOOMLLLKHMFFDA37CC
松山區,房地(土地+建物),臺北市松山區八德路四段204巷6弄1~30號,30.75,住,,,1060217,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640311,103.46,2,2,2,有,無,無,30000,290,,0.0,0,,RPPPMLLLKHMFFDA57CC
松山區,建物,臺北市松山區南京東路五段123巷1弄1~30號,16.4,商,,,1060214,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,0731004,133.31,0,0,0,無,有,有,58000,435,,0.0,0,租賃期間自民國105年10月29日起至108年12月10日止。自交屋日105年10月29日至105年12月10日為免租金裝潢期，租金自105年12月11日起算。,RPUNMLMLKHMFFDA97CC
南港區,建物,臺北市南港區經貿二路157巷36弄61~90號,0.0,住,,,1060203,土地0建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030224,233.16,3,2,2,有,有,有,55000,236,坡道平面,0.0,0,,RPVNMLMLKHMFFDA08CC
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路235巷1~30號,14.82,住,,,1060215,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031002,46.89,1,2,1,有,有,有,33000,704,坡道機械,0.0,0,,RPXNMLMLKHMFFDA28CC
松山區,建物,臺北市松山區復興北路231巷1~30號,0.0,商,,,1060213,土地0建物1車位0,五層,5,辦公商業大樓,住家用,鋼筋混凝土造,0721210,392.12,0,0,2,有,有,無,108000,275,,0.0,0,,RPPOMLMLKHMFFDA57CC
信義區,建物,臺北市信義區基隆路二段121~150號,0.0,商,,,1060220,土地0建物1車位0,一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0801018,78.47,0,0,0,無,有,有,48000,612,,0.0,0,店面,RPQOMLMLKHMFFDA67CC
北投區,建物,臺北市北投區中央北路四段515巷3弄1~30號,0.0,住,,,1060201,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690709,97.2,0,0,0,無,無,無,25000,257,,0.0,0,,RPTNMLMLKHMFFEA97CC
士林區,建物,臺北市士林區重慶北路四段121~150號,0.0,住,,,1060201,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680309,76.18,1,1,1,有,無,有,15000,197,,0.0,0,,RPUOMLMLKHMFFEA18CC
士林區,建物,臺北市士林區德行東路353巷1~30號,0.0,住,,,1060201,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700718,81.64999999999999,2,2,1,有,無,有,18000,220,,0.0,0,,RPVOMLMLKHMFFEA28CC
萬華區,建物,臺北市萬華區長沙街二段91~120號,0.0,,,,1060213,土地0建物1車位0,七層,22,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0860726,82.25999999999999,0,0,0,無,無,無,30650,373,,0.0,0,,RPQOMLMLKHMFFBA47CC
大同區,建物,臺北市大同區承德路一段31~60號,0.0,商,,,1060213,土地0建物1車位0,八層,12,辦公商業大樓,商業用,鋼筋混凝土造,0781109,154.79,1,0,0,有,有,無,54490,352,,0.0,0,,RPROMLMLKHMFFBA57CC
萬華區,建物,臺北市萬華區西寧南路121~150號,101.86,住,,,1060124,土地0建物1車位0,七層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,101.86,3,2,1,有,有,有,45000,442,,0.0,0,,RPWOMLMLKHMFFBA08CC
中山區,建物,臺北市中山區明水路631~660號,0.0,商,,,1060214,土地0建物1車位0,三層,9,套房(1房1廳1衛),商業用,鋼筋混凝土造,0960503,51.45,1,1,1,有,有,無,24000,466,,0.0,0,,RPWOMLMLKHMFFCA18CC
內湖區,建物,臺北市內湖區內湖路三段60巷12弄61~90號,0.0,住,,,1060207,土地0建物1車位1,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830729,85.78,3,2,2,有,有,無,28500,332,坡道平面,0.0,0,,RPOPMLMLKHMFFCA47CC
內湖區,建物,臺北市內湖區內湖路二段241~270號,0.0,商,,,1060221,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,82.1,2,2,1,有,有,無,31000,378,,0.0,0,,RPRPMLMLKHMFFCA77CC
內湖區,建物,臺北市內湖區麗山街338巷31~60號,0.0,住,,,1060221,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710628,120.96,4,3,2,有,無,有,26800,222,,0.0,0,,RPPQMLMLKHMFFCA67CC
內湖區,建物,臺北市內湖區文德路91~120號,0.0,住,,,1060126,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730111,115.8,1,1,2,有,無,無,25000,216,,0.0,0,,RPORMLMLKHMFFCA67CC
內湖區,建物,臺北市內湖區臺北市內湖區新富街151~180號,0.0,住,,,1060214,土地0建物0車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,422.14,3,2,5,有,有,有,120000,284,坡道平面,84.86,0,租金內含管理費＄13844，含車位2個,RPQRMLMLKHMFFCA87CC
內湖區,建物,臺北市內湖區瑞光路513巷31~60號,0.0,其他,,,1060213,土地0建物1車位0,三層,10,辦公商業大樓,工業用,鋼筋混凝土造,0871015,693.69,8,0,0,有,有,有,315000,454,,0.0,0,,RPSRMLMLKHMFFCA08CC
中山區,建物,臺北市中山區樂群二路91~120號,0.0,商,,,1060213,土地0建物1車位1,六層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971121,371.53999999999996,3,2,2,有,有,無,126920,342,坡道平面,61.65,0,,RPTRMLMLKHMFFCA18CC
內湖區,房地(土地+建物)+車位,臺北市內湖區堤頂大道二段271~300號,0.0,工,,,1060124,土地1建物2車位9,十層,10,廠辦,工業用,鋼筋混凝土造,0980116,900.6199999999999,0,0,0,無,有,無,370000,411,坡道平面,0.0,0,,RPVRMLMLKHMFFCA38CC
內湖區,建物,臺北市內湖區金湖路61~90號,0.0,商,,,1060106,土地0建物1車位0,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961030,215.32,3,2,2,有,有,有,47300,220,坡道平面,41.32,0,,RPXRMLMLKHMFFCA58CC
中正區,建物,臺北市中正區南昌路一段24巷1~30號,9.21,住,,,1060124,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970509,44.27,1,1,1,有,有,有,22000,497,,0.0,0,,RPRNMLMLKHMFFAA37CC
中正區,房地(土地+建物),臺北市中正區羅斯福路四段61~90號,2.94,其他,,,1060220,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941229,37.83,1,1,1,有,無,無,20000,529,,0.0,0,,RPVNMLMLKHMFFAA77CC
松山區,建物,臺北市松山區三民路101巷1~30號,0.0,其他,,,1060216,土地0建物2車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,,80.78,2,1,1,有,無,無,35000,433,,0.0,0,租金含代扣繳租賃所得稅。自民國106年2月16日至民國106年3月4日止為免租裝潢期。,RPOOMLMLKHMFFDA57DC
大安區,建物,臺北市大安區忠孝東路四段91~120號,0.0,,,,1060201,土地0建物1車位0,三層,15,店面(店鋪),商業用,鋼筋混凝土造,0770121,56.0,0,0,0,無,有,無,20000,357,,0.0,0,,RPQNMLMLKHMFFFA77CC
大安區,建物,臺北市大安區忠孝東路四段91~120號,0.0,,,,1060201,土地0建物1車位0,四層,15,店面(店鋪),商業用,鋼筋混凝土造,0770121,21.11,0,0,0,無,有,無,10000,474,,0.0,0,,RPRNMLMLKHMFFFA87CC
大安區,房地(土地+建物),臺北市大安區仁愛路四段416&391~420號,29.95,商,,,1060201,土地1建物2車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,,301.57,0,0,0,無,無,無,180000,597,,0.0,0,,RPSNMLMLKHMFFFA97CC
大安區,建物,臺北市大安區和平東路二段118巷54弄1~30號,0.0,,,,1060201,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,111.46,3,2,2,有,無,無,30000,269,,0.0,0,,RPTNMLMLKHMFFFA08CC
大安區,建物,臺北市大安區通化街170巷1~30號,0.0,住,,,1060201,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,143.32,4,2,2,有,無,無,35000,244,,0.0,0,,RPWNMLMLKHMFFFA38CC
大安區,建物,臺北市大安區忠孝東路四段223巷31~60號,0.0,住,,,1060201,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,,85.84,0,0,0,無,有,無,94444,1100,,0.0,0,,RPXNMLMLKHMFFFA48CC
大安區,建物,臺北市大安區大安路一段31巷31~60號,0.0,其他,,,1060201,土地0建物0車位0,一層,4,店面(店鋪),,加強磚造,,98.71,0,0,0,無,無,無,105000,1064,,0.0,0,,RPPOMLMLKHMFFFA77CC
大安區,建物,臺北市大安區敦化南路二段11巷38弄1~30號,0.0,其他,,,1060101,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040313,51.16,2,1,1,有,無,有,35000,684,,0.0,0,,RPSOMLMLKHMFFFA08CC
大安區,建物,臺北市大安區敦化南路二段91~120號,0.0,住,,,1060201,土地0建物1車位0,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741204,135.68,3,2,2,有,無,有,43000,317,,0.0,0,,RPPNMLNLKHMFFFA77CC
大安區,建物,臺北市大安區東豐街1~30號,0.0,住,,,1060201,土地0建物1車位0,一層,7,店面(店鋪),,鋼筋混凝土造,,121.1,1,0,0,無,無,無,110000,908,,0.0,0,,RPTNMLNLKHMFFFA18CC
大安區,建物,臺北市大安區復興南路一段241~270號,0.0,住,,,1060201,土地0建物0車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,32.62,1,0,1,有,有,無,18500,567,,0.0,0,,RPUNMLNLKHMFFFA28CC
大安區,建物,臺北市大安區復興南路二段78巷61~90號,0.0,住,,,1060201,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700924,118.88,2,2,2,有,無,有,40000,336,,0.0,0,,RPWNMLNLKHMFFFA48CC
大安區,建物,臺北市大安區信義路四段361~390號,0.0,商,,,1060201,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,243.16000000000003,2,2,2,有,有,有,55000,226,,0.0,0,,RPOOMLNLKHMFFFA77CC
士林區,建物,臺北市士林區永平街25巷1~30號,0.0,住,,,1060201,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670811,114.3,3,2,2,有,無,無,22000,192,,0.0,0,,RPTOMLNLKHMFFEA28DC
中山區,建物,臺北市中山區中山區明水路571~600號,0.0,商,,,1060215,土地0建物1車位0,七層,10,套房(1房1廳1衛),商業用,鋼筋混凝土造,0900829,47.239999999999995,0,1,1,有,無,有,26000,550,,0.0,0,,RPWOMLNLKHMFFCA28CC
內湖區,建物,臺北市內湖區康寧路三段181~210號,0.0,商,,,1060223,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041030,66.51,2,1,1,有,有,有,33000,496,,0.0,0,,RPOPMLNLKHMFFCA57CC
中山區,建物,臺北市中山區中山北路二段93巷1~30號,0.0,商,,,1060216,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020111,241.21,3,2,2,有,有,有,62000,257,,0.0,0,,RPRPMLNLKHMFFCA87CC
中山區,建物,臺北市中山區伊通街87巷1~30號,0.0,住,,,1060217,土地0建物1車位1,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0830819,269.92,3,2,2,有,無,無,62400,231,其他,18.9,0,,RPWPMLNLKHMFFCA38CC
內湖區,建物,臺北市內湖區瑞光路211~240號,0.0,住,,,1060127,土地0建物1車位0,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831108,224.92000000000002,4,3,3,有,有,無,45408,202,,0.0,0,,RPOQMLNLKHMFFCA67CC
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞湖街61~90號,0.0,工,,,1060223,土地1建物2車位10,八層,9,廠辦,見其他登記事項,鋼筋混凝土造,0960627,2159.14,0,0,0,無,有,無,617217,286,坡道平面,0.0,0,,RPPQMLNLKHMFFCA77CC
中正區,建物,臺北市中正區中華路一段1~30號,0.0,商,,,1060220,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041214,57.480000000000004,1,1,1,有,有,有,36000,626,,0.0,0,,RPQNMLNLKHMFFBA47CC
中正區,建物,臺北市中正區林森北路1~30號,0.0,商,,,1060220,土地0建物1車位0,二層,11,辦公商業大樓,住家用,鋼筋混凝土造,0950824,181.23,0,0,0,無,有,有,110000,607,,0.0,0,,RPWNMLNLKHMFFBA08CC
中正區,建物,臺北市中正區臨沂街33巷1~30號,0.0,住,,,1060216,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000330,121.91999999999999,2,2,2,有,有,有,65000,533,升降機械,31.35,0,,RPPOMLNLKHMFFBA47CC
士林區,建物,臺北市士林區忠誠路二段70巷13弄1~30號,0.0,住,,,1060201,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690310,129.87,4,2,2,有,有,有,35000,270,,0.0,0,,RPSOMLNLKHMFFEA08CC
士林區,建物,臺北市士林區士東路54巷1~30號,0.0,住,,,1060201,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681208,115.9,3,2,2,有,有,有,27000,233,,0.0,0,,RPXOMLNLKHMFFEA58CC
松山區,建物,臺北市松山區八德路四段661~690號,0.0,商,,,1060215,土地0建物1車位0,七層,12,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0950424,145.57,0,0,2,有,有,無,42000,289,,0.0,0,,RPSPMLNLKHMFFDA08CC
信義區,建物,臺北市信義區基隆路一段1~30號,0.0,商,,,1060220,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,76.48,2,1,2,有,有,有,30000,392,,0.0,0,,RPQNMLOLKHMFFDA77CC
信義區,建物,臺北市信義區信義路五段91~120號,0.0,其他,,,1060222,土地0建物1車位0,十八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,46.620000000000005,1,0,1,有,有,有,29600,635,,0.0,0,,RPRNMLOLKHMFFDA87CC
信義區,建物,臺北市信義區吳興街600巷76弄61~90號,0.0,住,,,1060219,土地0建物1車位0,地下二層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0830310,37.8,1,1,1,有,無,有,10000,265,,0.0,0,,RPTNMLOLKHMFFDA08CC
南港區,建物,臺北市南港區重陽路511~540號,0.0,住,,,1060215,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,190.64,5,2,2,有,無,有,28000,147,,0.0,0,,RPVNMLOLKHMFFDA28CC
信義區,建物,臺北市信義區忠孝東路五段524巷1~30號,0.0,,,,1060223,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860515,82.42,3,2,1,有,無,無,22000,267,,0.0,0,租金含稅,RPWNMLOLKHMFFDA38CC
